Date,Close
2019-01-03,186.99000549316406
2019-01-04,190.99000549316406
2019-01-08,191.24000549316406
2019-01-09,197.0
2019-01-10,196.75
2019-01-11,196.8000030517578
2019-01-14,196.8000030517578
2019-01-15,198.0
2019-01-16,201.25999450683594
2019-01-17,203.32000732421875
2019-01-18,208.44000244140625
2019-01-21,207.1699981689453
2019-01-22,207.9499969482422
2019-01-23,210.39999389648438
2019-01-24,212.1999969482422
2019-01-25,212.0
2019-01-28,209.6999969482422
2019-01-29,213.61000061035156
2019-01-30,213.13999938964844
2019-01-31,217.89999389648438
2019-02-01,216.2899932861328
2019-02-04,215.5
2019-02-05,217.85000610351562
2019-02-06,216.58999633789062
2019-02-07,211.00999450683594
2019-02-08,210.42999267578125
2019-02-11,214.0
2019-02-12,219.10000610351562
2019-02-13,213.89999389648438
2019-02-14,204.42999267578125
2019-02-15,208.0
2019-02-18,204.19000244140625
2019-02-19,202.0800018310547
2019-02-20,206.88999938964844
2019-02-21,203.41000366210938
2019-02-22,205.25
2019-02-25,205.86000061035156
2019-02-26,205.8000030517578
2019-02-27,205.39999389648438
2019-02-28,207.8000030517578
2019-03-01,206.5399932861328
2019-03-04,205.5
2019-03-05,202.9199981689453
2019-03-06,205.0
2019-03-07,203.9499969482422
2019-03-11,205.25
2019-03-12,204.6300048828125
2019-03-13,205.47000122070312
2019-03-14,203.8800048828125
2019-03-15,204.19000244140625
2019-03-18,205.74000549316406
2019-03-19,207.3699951171875
2019-03-20,209.0800018310547
2019-03-21,210.0500030517578
2019-03-22,207.6999969482422
2019-03-25,213.2100067138672
2019-03-26,217.67999267578125
2019-03-27,215.0500030517578
2019-03-28,214.25999450683594
2019-03-29,214.9199981689453
2019-04-01,217.74000549316406
2019-04-02,217.66000366210938
2019-04-03,219.72999572753906
2019-04-04,221.77999877929688
2019-04-05,226.9600067138672
2019-04-08,231.77999877929688
2019-04-09,238.08999633789062
2019-04-10,242.69000244140625
2019-04-11,240.49000549316406
2019-04-12,238.38999938964844
2019-04-15,237.8000030517578
2019-04-16,233.24000549316406
2019-04-17,234.3000030517578
2019-04-18,232.7899932861328
2019-04-19,232.60000610351562
2019-04-22,235.41000366210938
2019-04-23,235.6699981689453
2019-04-24,236.0
2019-04-25,227.8000030517578
2019-04-26,223.17999267578125
2019-04-29,228.8000030517578
2019-04-30,225.1699981689453
2019-05-02,229.10000610351562
2019-05-03,232.52000427246094
2019-05-06,232.8000030517578
2019-05-07,231.49000549316406
2019-05-08,230.0
2019-05-10,227.0
2019-05-13,224.22000122070312
2019-05-14,227.0500030517578
2019-05-15,229.36000061035156
2019-05-16,228.61000061035156
2019-05-17,226.94000244140625
2019-05-20,226.0
2019-05-21,232.7100067138672
2019-05-22,235.86000061035156
2019-05-23,229.3000030517578
