Date,Close
2019-01-03,156.27999877929688
2019-01-04,159.14999389648438
2019-01-08,158.25999450683594
2019-01-09,160.24000549316406
2019-01-10,160.1999969482422
2019-01-11,161.0
2019-01-14,160.47999572753906
2019-01-15,158.14999389648438
2019-01-16,156.89999389648438
2019-01-17,157.10000610351562
2019-01-18,159.1999969482422
2019-01-21,158.3000030517578
2019-01-22,158.5
2019-01-23,159.89999389648438
2019-01-24,160.89999389648438
2019-01-25,162.82000732421875
2019-01-28,160.55999755859375
2019-01-29,162.9499969482422
2019-01-30,165.39999389648438
2019-01-31,162.82000732421875
2019-02-01,163.3300018310547
2019-02-04,163.1999969482422
2019-02-05,164.25
2019-02-06,163.2100067138672
2019-02-07,160.38999938964844
2019-02-08,159.8000030517578
2019-02-11,161.2899932861328
2019-02-12,163.67999267578125
2019-02-13,159.27000427246094
2019-02-14,155.14999389648438
2019-02-15,159.0399932861328
2019-02-18,156.42999267578125
2019-02-19,154.02999877929688
2019-02-20,154.42999267578125
2019-02-21,153.5
2019-02-22,154.63999938964844
2019-02-25,154.60000610351562
2019-02-26,155.36000061035156
2019-02-27,156.39999389648438
2019-02-28,158.99000549316406
2019-03-01,156.7100067138672
2019-03-04,154.39999389648438
2019-03-05,153.1999969482422
2019-03-06,154.1999969482422
2019-03-07,151.89999389648438
2019-03-11,151.72999572753906
2019-03-12,151.17999267578125
2019-03-13,152.6300048828125
2019-03-14,152.91000366210938
2019-03-15,153.36000061035156
2019-03-18,156.10000610351562
2019-03-19,154.9499969482422
2019-03-20,155.47999572753906
2019-03-21,155.08999633789062
2019-03-22,152.2899932861328
2019-03-25,151.7100067138672
2019-03-26,151.52000427246094
2019-03-27,149.63999938964844
2019-03-28,150.25
2019-03-29,149.4600067138672
2019-04-01,154.41000366210938
2019-04-02,155.2899932861328
2019-04-03,157.5
2019-04-04,158.4199981689453
2019-04-05,159.00999450683594
2019-04-08,160.0800018310547
2019-04-09,162.44000244140625
2019-04-10,163.67999267578125
2019-04-11,158.67999267578125
2019-04-12,158.83999633789062
2019-04-15,158.3300018310547
2019-04-16,162.24000549316406
2019-04-17,164.0
2019-04-18,161.7899932861328
2019-04-19,162.57000732421875
2019-04-22,163.5
2019-04-23,162.4199981689453
2019-04-24,160.57000732421875
2019-04-25,159.30999755859375
2019-04-26,161.0
2019-04-29,163.92999267578125
2019-04-30,163.9499969482422
2019-05-02,165.7100067138672
2019-05-03,166.30999755859375
2019-05-06,165.4499969482422
2019-05-07,164.2100067138672
2019-05-08,163.57000732421875
2019-05-10,163.61000061035156
2019-05-13,163.0
2019-05-14,189.8300018310547
2019-05-15,194.27000427246094
2019-05-16,202.05999755859375
2019-05-17,198.88999938964844
2019-05-20,200.8000030517578
2019-05-21,207.8000030517578
2019-05-22,208.10000610351562
2019-05-23,208.86000061035156
2019-05-24,204.5
2019-05-27,206.1999969482422
2019-05-28,203.1300048828125
2019-05-29,207.13999938964844
2019-05-30,213.10000610351562
2019-05-31,215.10000610351562
2019-06-03,235.50999450683594
2019-06-04,230.16000366210938
2019-06-05,230.10000610351562
2019-06-06,231.6300048828125
2019-06-07,230.5
2019-06-10,232.10000610351562
2019-06-11,234.86000061035156
2019-06-13,234.44000244140625
2019-06-14,231.50999450683594
2019-06-17,229.80999755859375
2019-06-18,232.1300048828125
2019-06-19,232.4600067138672
2019-06-20,232.52000427246094
2019-06-21,229.08999633789062
2019-06-24,232.3800048828125
2019-06-25,232.08999633789062
2019-06-26,233.10000610351562
2019-06-27,232.60000610351562
2019-06-28,232.8300018310547
2019-07-01,245.5
2019-07-02,246.64999389648438
2019-07-03,251.60000610351562
2019-07-04,255.35000610351562
2019-07-05,250.88999938964844
2019-07-08,248.50999450683594
2019-07-09,250.1699981689453
2019-07-10,250.2100067138672
2019-07-11,247.1999969482422
2019-07-12,245.5
2019-07-15,240.3000030517578
2019-07-16,238.00999450683594
2019-07-17,220.19000244140625
2019-07-18,218.3000030517578
2019-07-19,216.0
2019-07-22,217.1199951171875
2019-07-23,217.38999938964844
2019-07-24,212.0
2019-07-25,219.0
2019-07-26,234.22999572753906
2019-07-29,236.72999572753906
2019-07-30,237.10000610351562
2019-07-31,236.89999389648438
2019-08-01,234.27999877929688
2019-08-02,227.91000366210938
2019-08-05,223.61000061035156
2019-08-06,226.75999450683594
2019-08-07,227.6699981689453
2019-08-08,231.2100067138672
2019-08-09,229.9600067138672
2019-08-12,230.24000549316406
2019-08-13,229.8699951171875
2019-08-14,227.10000610351562
2019-08-15,227.14999389648438
2019-08-16,224.7100067138672
2019-08-19,226.8000030517578
2019-08-20,231.5399932861328
2019-08-21,231.22000122070312
2019-08-22,232.05999755859375
2019-08-23,229.35000610351562
2019-08-26,228.89999389648438
2019-08-27,227.0
2019-08-28,228.47999572753906
2019-08-29,233.1999969482422
2019-08-30,232.14999389648438
2019-09-02,233.6699981689453
2019-09-03,231.02000427246094
2019-09-04,233.7100067138672
2019-09-05,236.17999267578125
2019-09-06,234.49000549316406
2019-09-09,234.85000610351562
2019-09-10,233.0
2019-09-11,235.07000732421875
2019-09-12,232.8800048828125
2019-09-13,232.5
2019-09-16,234.8800048828125
2019-09-17,233.5800018310547
2019-09-18,233.4600067138672
2019-09-19,230.52000427246094
2019-09-20,230.41000366210938
2019-09-23,230.36000061035156
2019-09-24,227.6999969482422
2019-09-25,228.42999267578125
2019-09-26,231.97000122070312
2019-09-27,229.00999450683594
2019-09-30,225.89999389648438
2019-10-01,226.49000549316406
2019-10-02,223.60000610351562
2019-10-03,223.10000610351562
2019-10-04,221.66000366210938
2019-10-07,226.36000061035156
2019-10-08,223.1999969482422
2019-10-09,223.17999267578125
2019-10-10,224.5
2019-10-11,227.3699951171875
2019-10-14,226.10000610351562
2019-10-15,226.0
2019-10-16,227.50999450683594
2019-10-17,227.57000732421875
2019-10-18,228.0
2019-10-21,228.5399932861328
2019-10-22,235.36000061035156
2019-10-23,236.1999969482422
2019-10-24,243.94000244140625
2019-10-25,246.7100067138672
2019-10-28,244.39999389648438
2019-10-29,253.10000610351562
2019-10-30,261.6000061035156
2019-10-31,260.0
2019-11-01,263.7900085449219
2019-11-05,263.0
2019-11-06,266.9800109863281
2019-11-07,270.739990234375
2019-11-08,266.0
2019-11-11,260.3999938964844
2019-11-12,257.25
2019-11-13,251.8000030517578
2019-11-14,248.33999633789062
2019-11-15,248.00999450683594
2019-11-18,246.14999389648438
2019-11-19,248.00999450683594
2019-11-20,248.0
2019-11-21,254.35000610351562
2019-11-22,251.99000549316406
2019-11-25,255.1999969482422
2019-11-26,254.0
2019-11-27,253.88999938964844
2019-11-28,254.0
2019-11-29,257.5400085449219
2019-12-02,254.0500030517578
2019-12-03,247.92999267578125
2019-12-04,248.92999267578125
2019-12-05,246.36000061035156
2019-12-06,247.8300018310547
2019-12-09,248.6999969482422
2019-12-10,246.89999389648438
2019-12-11,247.33999633789062
2019-12-12,250.47999572753906
2019-12-13,249.5
2019-12-16,250.77999877929688
2019-12-17,252.0500030517578
2019-12-18,251.2899932861328
2019-12-19,251.39999389648438
2019-12-20,255.5
2019-12-23,255.0
2019-12-24,254.8699951171875
2019-12-25,253.25
2019-12-26,254.10000610351562
2019-12-27,257.1099853515625
2019-12-30,256.3999938964844
2020-01-03,259.0
2020-01-06,256.54998779296875
2020-01-08,255.7899932861328
2020-01-09,254.07000732421875
2020-01-10,251.89999389648438
2020-01-13,251.5
2020-01-14,250.0
2020-01-15,251.3000030517578
2020-01-16,254.25999450683594
2020-01-17,255.38999938964844
2020-01-20,253.5
2020-01-21,252.99000549316406
2020-01-22,248.10000610351562
2020-01-23,239.3000030517578
2020-01-24,237.9499969482422
2020-01-27,230.9600067138672
2020-01-28,235.0
2020-01-29,232.0
2020-01-30,231.52999877929688
2020-01-31,226.6999969482422
2020-02-03,227.63999938964844
2020-02-04,230.5
2020-02-05,232.55999755859375
2020-02-06,231.3800048828125
2020-02-07,229.11000061035156
2020-02-10,225.1999969482422
2020-02-11,233.89999389648438
2020-02-12,238.02999877929688
2020-02-13,233.5500030517578
2020-02-14,232.5
2020-02-17,233.75
2020-02-18,230.5
2020-02-19,231.89999389648438
2020-02-20,234.60000610351562
2020-02-21,232.0
2020-02-25,224.67999267578125
2020-02-26,224.75999450683594
2020-02-27,217.5
2020-02-28,202.64999389648438
2020-03-02,198.77999877929688
2020-03-03,201.47999572753906
2020-03-04,200.0
2020-03-05,198.0
2020-03-06,188.27000427246094
2020-03-10,171.0
2020-03-11,172.02999877929688
2020-03-12,163.72999572753906
2020-03-13,166.10000610351562
2020-03-16,166.10000610351562
2020-03-17,167.0
2020-03-18,166.33999633789062
2020-03-19,174.55999755859375
2020-03-20,176.25999450683594
2020-03-23,168.35000610351562
2020-03-24,177.9499969482422
2020-03-25,180.1999969482422
2020-03-26,181.5
2020-03-27,174.5
2020-03-30,176.44000244140625
2020-03-31,181.41000366210938
2020-04-01,180.05999755859375
2020-04-02,187.0399932861328
2020-04-03,189.77000427246094
2020-04-06,191.10000610351562
2020-04-07,191.22000122070312
2020-04-08,194.11000061035156
2020-04-09,193.86000061035156
2020-04-10,192.0
2020-04-13,188.07000732421875
