Date,Close
2019-01-02,38.59000015258789
2019-01-03,38.810001373291016
2019-01-04,40.029998779296875
2019-01-07,40.15999984741211
2019-01-08,40.029998779296875
2019-01-09,40.36000061035156
2019-01-10,40.70000076293945
2019-01-11,40.2400016784668
2019-01-14,40.41999816894531
2019-01-15,40.2400016784668
2019-01-16,40.119998931884766
2019-01-17,40.130001068115234
2019-01-18,40.7599983215332
2019-01-22,40.08000183105469
2019-01-23,40.119998931884766
2019-01-24,40.11000061035156
2019-01-25,40.11000061035156
2019-01-28,39.56999969482422
2019-01-29,40.20000076293945
2019-01-30,40.66999816894531
2019-01-31,41.119998931884766
2019-02-01,41.34000015258789
2019-02-04,41.38999938964844
2019-02-05,42.81999969482422
2019-02-06,43.040000915527344
2019-02-07,42.70000076293945
2019-02-08,42.4900016784668
2019-02-11,42.209999084472656
2019-02-12,42.41999816894531
2019-02-13,42.63999938964844
2019-02-14,41.869998931884766
2019-02-15,42.290000915527344
2019-02-19,42.380001068115234
2019-02-20,42.47999954223633
2019-02-21,42.290000915527344
2019-02-22,42.459999084472656
2019-02-25,42.5099983215332
2019-02-26,42.52000045776367
2019-02-27,42.84000015258789
2019-02-28,42.650001525878906
2019-03-01,42.58000183105469
2019-03-04,42.63999938964844
2019-03-05,42.7400016784668
2019-03-06,42.70000076293945
2019-03-07,42.630001068115234
2019-03-08,42.25
2019-03-11,42.33000183105469
2019-03-12,42.459999084472656
2019-03-13,43.83000183105469
2019-03-14,43.95000076293945
2019-03-15,43.869998931884766
2019-03-18,44.2400016784668
2019-03-19,44.470001220703125
2019-03-20,44.529998779296875
2019-03-21,44.529998779296875
2019-03-22,43.95000076293945
2019-03-25,43.529998779296875
2019-03-26,43.81999969482422
2019-03-27,43.59000015258789
2019-03-28,43.630001068115234
2019-03-29,43.720001220703125
2019-04-01,44.09000015258789
2019-04-02,44.22999954223633
2019-04-03,44.22999954223633
2019-04-04,44.150001525878906
2019-04-05,44.529998779296875
2019-04-08,45.22999954223633
2019-04-09,44.9900016784668
2019-04-10,45.040000915527344
2019-04-11,44.869998931884766
2019-04-12,44.66999816894531
2019-04-15,44.66999816894531
2019-04-16,44.47999954223633
2019-04-17,44.619998931884766
2019-04-18,44.38999938964844
2019-04-22,45.040000915527344
2019-04-23,45.02000045776367
2019-04-24,44.130001068115234
2019-04-25,43.959999084472656
2019-04-26,43.310001373291016
2019-04-29,43.02000045776367
2019-04-30,43.72999954223633
2019-05-01,43.08000183105469
2019-05-02,42.630001068115234
2019-05-03,43.08000183105469
2019-05-06,42.93000030517578
2019-05-07,42.220001220703125
2019-05-08,42.279998779296875
2019-05-09,41.650001525878906
2019-05-10,41.5
2019-05-13,41.22999954223633
